"ID";"Marges";"RegioS";"Perioden";"VoeltZichWelEensOnveilig_1";"VoeltZichVaakOnveilig_2";"VanZakkenrollerij_3";"VanBerovingOpStraat_4";"VanInbraakInWoning_5";"VanMishandeling_6";"VoeltZichWelEensOnveiligInBuurt_7";"VoeltZichVaakOnveiligInBuurt_8";"SAvondsOpStraatInBuurtOnveilig_9";"SAvondsAlleenThuisOnveilig_10";"DoetSAvondsNietOpen_11";"RijdtOfLooptOm_12";"BangSlachtofferCriminaliteitTeWorden_13";"DenktDatErVeelCriminaliteitInBuurt_14";"VindtCriminaliteitInBuurtToegenomen_15";"VindtCriminaliteitInBuurtAfgenomen_16";"VindtCriminaliteitInBuurtGelijk_17";"RapportcijferVeiligheidInBuurt_18";"RondomUitgaansgelegenheden_19";"OpPlekkenWaarJongerenRondhangen_20";"InCentrumVanWoonplaats_21";"InWinkelgebiedWinkelcentrum_22";"InOpenbaarVervoer_23";"BijTreinstationInWoonplaats_24";"InEigenHuis_25";"DoorOnbekendenOpStraat_26";"DoorOnbekendenInOpenbaarVervoer_27";"DoorPersoneelVanWinkelsEnBedrijven_28";"DoorPersoneelVanOverheidsinstanties_29";"DoorBekendenPartnerFamilieVriend_30"
"1819";"2 ";"PV25   ";"2013JJ00";"     1.1";"     0.3";"     0.4";"     0.3";"     0.8";"     0.3";"     0.9";"     0.3";"     0.4";"     0.4";"     0.6";"     0.3";"     0.4";"     0.7";"     0.9";"     0.4";"     1.2";"     0.0";"     1.0";"     1.2";"     0.9";"     0.8";"     0.8";"     0.9";"     0.7";"     0.9";"     0.8";"     0.8";"     0.8";"     0.6"
"1820";"2 ";"PV25   ";"2014JJ00";"     1.1";"     0.3";"     0.4";"     0.3";"     0.7";"     0.3";"     0.9";"     0.3";"     0.4";"     0.3";"     0.6";"     0.3";"     0.4";"     0.6";"     0.8";"     0.5";"     1.1";"     0.0";"     1.0";"     1.1";"     0.8";"     0.7";"     0.8";"     0.8";"     0.7";"     0.9";"     0.8";"     0.8";"     0.7";"     0.6"
"1821";"2 ";"PV25   ";"2015JJ00";"     1.2";"     0.3";"     0.4";"     0.3";"     0.7";"     0.3";"     0.9";"     0.3";"     0.4";"     0.4";"     0.6";"     0.3";"     0.4";"     0.7";"     0.8";"     0.5";"     1.2";"     0.0";"     1.0";"     1.2";"     0.9";"     0.8";"     0.9";"     0.9";"     0.7";"     1.0";"     0.8";"     0.8";"     0.8";"     0.6"
"1822";"2 ";"PV25   ";"2016JJ00";"     1.1";"     0.3";"     0.4";"     0.3";"     0.6";"     0.4";"     0.9";"     0.3";"     0.4";"     0.3";"     0.6";"     0.3";"     0.4";"     0.6";"     0.8";"     0.5";"     1.2";"     0.0";"     1.0";"     1.2";"     0.8";"     0.7";"     0.9";"     0.9";"     0.6";"     1.0";"     0.8";"     0.8";"     0.8";"     0.6"
"1823";"2 ";"PV25   ";"2017JJ00";"     1.1";"     0.2";"     0.4";"     0.3";"     0.6";"     0.3";"     0.8";"     0.2";"     0.4";"     0.3";"     0.6";"     0.3";"     0.3";"     0.6";"     0.7";"     0.5";"     1.2";"     0.0";"     1.0";"     1.1";"     0.8";"     0.7";"     0.8";"     0.8";"     0.6";"     0.9";"     0.8";"     0.8";"     0.7";"     0.6"
"1824";"2 ";"PV26   ";"2012JJ00";"     2.2";"     0.6";"     0.8";"     0.6";"     1.4";"     0.7";"     1.8";"     0.6";"     0.9";"     0.7";"     1.2";"     0.7";"     0.9";"     1.5";"     1.5";"     1.1";"     2.3";"     0.1";"     2.0";"     2.3";"     1.8";"     1.7";"     1.8";"     1.8";"     1.3";"     2.0";"     1.6";"     1.7";"     1.5";"     1.1"
"1825";"2 ";"PV26   ";"2013JJ00";"     1.6";"     0.5";"     0.7";"     0.6";"     1.1";"     0.6";"     1.3";"     0.5";"     0.6";"     0.5";"     0.8";"     0.5";"     0.7";"     1.1";"     1.2";"     0.7";"     1.6";"     0.0";"     1.4";"     1.6";"     1.3";"     1.2";"     1.3";"     1.3";"     0.9";"     1.4";"     1.3";"     1.2";"     1.1";"     0.8"
"1826";"2 ";"PV26   ";"2014JJ00";"     1.5";"     0.5";"     0.6";"     0.5";"     1.0";"     0.5";"     1.3";"     0.4";"     0.7";"     0.5";"     0.9";"     0.5";"     0.6";"     1.0";"     1.1";"     0.7";"     1.6";"     0.0";"     1.3";"     1.6";"     1.2";"     1.1";"     1.2";"     1.2";"     0.9";"     1.4";"     1.2";"     1.2";"     1.1";"     0.8"
"1827";"2 ";"PV26   ";"2015JJ00";"     1.6";"     0.5";"     0.6";"     0.5";"     1.1";"     0.5";"     1.3";"     0.4";"     0.6";"     0.5";"     0.9";"     0.5";"     0.6";"     1.0";"     1.1";"     0.8";"     1.6";"     0.0";"     1.4";"     1.6";"     1.2";"     1.2";"     1.3";"     1.3";"     0.9";"     1.4";"     1.3";"     1.2";"     1.1";"     0.9"
"1828";"2 ";"PV26   ";"2016JJ00";"     1.5";"     0.4";"     0.5";"     0.4";"     0.9";"     0.4";"     1.2";"     0.4";"     0.5";"     0.4";"     0.7";"     0.5";"     0.5";"     0.9";"     1.0";"     0.7";"     1.6";"     0.0";"     1.3";"     1.6";"     1.1";"     1.1";"     1.2";"     1.2";"     0.9";"     1.4";"     1.1";"     1.1";"     0.9";"     0.8"
"1829";"2 ";"PV26   ";"2017JJ00";"     1.5";"     0.3";"     0.5";"     0.4";"     0.9";"     0.4";"     1.1";"     0.4";"     0.5";"     0.4";"     0.8";"     0.4";"     0.5";"     1.0";"     1.0";"     0.6";"     1.5";"     0.0";"     1.3";"     1.5";"     1.1";"     1.0";"     1.2";"     1.1";"     0.8";"     1.3";"     1.1";"     1.1";"     0.9";"     0.7"
"1830";"2 ";"PV27   ";"2012JJ00";"     1.2";"     0.4";"     0.6";"     0.5";"     0.8";"     0.4";"     1.0";"     0.4";"     0.5";"     0.4";"     0.7";"     0.5";"     0.5";"     0.9";"     0.8";"     0.6";"     1.2";"     0.0";"     1.0";"     1.2";"     0.9";"     0.9";"     1.0";"     1.0";"     0.7";"     1.1";"     1.0";"     1.0";"     0.9";"     0.6"
"1831";"2 ";"PV27   ";"2013JJ00";"     0.9";"     0.3";"     0.5";"     0.4";"     0.7";"     0.4";"     0.8";"     0.3";"     0.4";"     0.3";"     0.5";"     0.4";"     0.4";"     0.7";"     0.7";"     0.4";"     1.0";"     0.0";"     0.9";"     1.0";"     0.8";"     0.7";"     0.8";"     0.8";"     0.6";"     0.9";"     0.8";"     0.8";"     0.7";"     0.5"
"1832";"2 ";"PV27   ";"2014JJ00";"     1.0";"     0.3";"     0.5";"     0.4";"     0.7";"     0.3";"     0.8";"     0.3";"     0.4";"     0.3";"     0.6";"     0.3";"     0.4";"     0.7";"     0.7";"     0.5";"     1.0";"     0.0";"     0.9";"     1.0";"     0.8";"     0.7";"     0.8";"     0.8";"     0.6";"     0.9";"     0.8";"     0.8";"     0.7";"     0.5"
"1833";"2 ";"PV27   ";"2015JJ00";"     1.0";"     0.3";"     0.4";"     0.4";"     0.7";"     0.4";"     0.8";"     0.3";"     0.4";"     0.4";"     0.6";"     0.4";"     0.4";"     0.7";"     0.7";"     0.5";"     1.0";"     0.0";"     0.9";"     1.0";"     0.8";"     0.7";"     0.8";"     0.9";"     0.6";"     0.9";"     0.8";"     0.8";"     0.7";"     0.5"
"1834";"2 ";"PV27   ";"2016JJ00";"     0.9";"     0.3";"     0.4";"     0.3";"     0.6";"     0.3";"     0.7";"     0.3";"     0.4";"     0.3";"     0.5";"     0.3";"     0.4";"     0.6";"     0.7";"     0.5";"     1.0";"     0.0";"     0.8";"     1.0";"     0.7";"     0.7";"     0.8";"     0.8";"     0.5";"     0.9";"     0.7";"     0.7";"     0.7";"     0.5"
"1835";"2 ";"PV27   ";"2017JJ00";"     0.9";"     0.3";"     0.4";"     0.3";"     0.5";"     0.3";"     0.7";"     0.2";"     0.3";"     0.3";"     0.5";"     0.3";"     0.4";"     0.6";"     0.6";"     0.4";"     0.9";"     0.0";"     0.8";"     0.9";"     0.7";"     0.6";"     0.7";"     0.8";"     0.5";"     0.8";"     0.7";"     0.7";"     0.6";"     0.5"
"1836";"2 ";"PV28   ";"2012JJ00";"     1.0";"     0.4";"     0.5";"     0.5";"     0.7";"     0.4";"     0.9";"     0.4";"     0.5";"     0.5";"     0.6";"     0.4";"     0.5";"     0.8";"     0.8";"     0.5";"     1.0";"     0.0";"     0.9";"     1.0";"     0.9";"     0.8";"     0.9";"     0.9";"     0.6";"     0.9";"     0.8";"     0.8";"     0.8";"     0.6"
"1837";"2 ";"PV28   ";"2013JJ00";"     0.7";"     0.2";"     0.4";"     0.3";"     0.5";"     0.3";"     0.6";"     0.2";"     0.3";"     0.3";"     0.4";"     0.3";"     0.3";"     0.5";"     0.5";"     0.3";"     0.7";"     0.0";"     0.6";"     0.7";"     0.6";"     0.6";"     0.6";"     0.6";"     0.4";"     0.6";"     0.6";"     0.6";"     0.5";"     0.4"
"1838";"2 ";"PV28   ";"2014JJ00";"     0.8";"     0.3";"     0.4";"     0.3";"     0.6";"     0.3";"     0.7";"     0.3";"     0.4";"     0.3";"     0.5";"     0.3";"     0.4";"     0.6";"     0.7";"     0.4";"     0.9";"     0.0";"     0.8";"     0.9";"     0.7";"     0.6";"     0.8";"     0.7";"     0.5";"     0.8";"     0.7";"     0.7";"     0.6";"     0.5"
"1839";"2 ";"PV28   ";"2015JJ00";"     0.7";"     0.2";"     0.3";"     0.3";"     0.5";"     0.3";"     0.6";"     0.2";"     0.3";"     0.3";"     0.5";"     0.3";"     0.3";"     0.5";"     0.5";"     0.3";"     0.7";"     0.0";"     0.6";"     0.7";"     0.6";"     0.6";"     0.6";"     0.6";"     0.5";"     0.6";"     0.6";"     0.5";"     0.5";"     0.4"
"1840";"2 ";"PV28   ";"2016JJ00";"     0.8";"     0.2";"     0.4";"     0.3";"     0.5";"     0.3";"     0.7";"     0.2";"     0.3";"     0.3";"     0.5";"     0.3";"     0.3";"     0.5";"     0.6";"     0.4";"     0.9";"     0.0";"     0.7";"     0.8";"     0.7";"     0.6";"     0.7";"     0.7";"     0.5";"     0.7";"     0.7";"     0.6";"     0.6";"     0.4"
"1841";"2 ";"PV28   ";"2017JJ00";"     0.7";"     0.2";"     0.3";"     0.3";"     0.5";"     0.3";"     0.6";"     0.2";"     0.3";"     0.2";"     0.4";"     0.3";"     0.3";"     0.5";"     0.5";"     0.3";"     0.7";"     0.0";"     0.6";"     0.7";"     0.6";"     0.5";"     0.6";"     0.6";"     0.4";"     0.6";"     0.5";"     0.5";"     0.5";"     0.4"
"1842";"2 ";"PV29   ";"2012JJ00";"     2.2";"     0.6";"     0.8";"     0.6";"     1.3";"     0.6";"     1.7";"     0.6";"     0.8";"     0.7";"     1.2";"     0.7";"     0.8";"     1.1";"     1.6";"     0.9";"     2.3";"     0.1";"     1.9";"     2.3";"     1.7";"     1.4";"     1.5";"     1.4";"     1.2";"     1.8";"     1.5";"     1.7";"     1.6";"     1.2"
"1843";"2 ";"PV29   ";"2013JJ00";"     1.6";"     0.5";"     0.6";"     0.5";"     1.0";"     0.6";"     1.2";"     0.4";"     0.6";"     0.5";"     0.9";"     0.5";"     0.6";"     0.9";"     1.2";"     0.6";"     1.6";"     0.0";"     1.4";"     1.6";"     1.2";"     1.1";"     1.0";"     1.0";"     0.9";"     1.3";"     0.9";"     1.2";"     1.1";"     0.9"
"1844";"2 ";"PV29   ";"2014JJ00";"     2.6";"     0.6";"     0.9";"     0.7";"     1.5";"     0.7";"     1.9";"     0.5";"     0.8";"     0.7";"     1.5";"     0.9";"     0.8";"     1.2";"     1.9";"     1.3";"     2.8";"     0.1";"     2.3";"     2.7";"     1.9";"     1.7";"     1.8";"     1.6";"     1.6";"     2.1";"     1.7";"     2.0";"     1.8";"     1.5"
"1845";"2 ";"PV29   ";"2015JJ00";"     2.6";"     0.7";"     1.0";"     0.8";"     1.5";"     0.8";"     1.9";"     0.6";"     0.9";"     0.9";"     1.5";"     0.7";"     0.9";"     1.3";"     1.8";"     1.1";"     2.7";"     0.1";"     2.1";"     2.5";"     1.8";"     1.6";"     1.8";"     1.9";"     1.4";"     2.0";"     1.7";"     2.0";"     1.8";"     1.3"
"1846";"2 ";"PV29   ";"2016JJ00";"     2.5";"     0.5";"     0.9";"     0.5";"     1.5";"     0.8";"     2.0";"     0.5";"     0.8";"     0.7";"     1.4";"     0.8";"     0.7";"     1.3";"     1.7";"     1.1";"     2.8";"     0.1";"     2.2";"     2.6";"     1.9";"     1.6";"     1.8";"     1.7";"     1.4";"     2.0";"     1.7";"     1.8";"     1.7";"     1.4"
"1847";"2 ";"PV29   ";"2017JJ00";"     1.9";"     0.5";"     0.7";"     0.6";"     1.1";"     0.7";"     1.6";"     0.6";"     0.7";"     0.5";"     1.1";"     0.6";"     0.6";"     1.1";"     1.3";"     0.6";"     2.1";"     0.1";"     1.6";"     1.9";"     1.4";"     1.2";"     1.2";"     1.2";"     1.1";"     1.5";"     1.2";"     1.3";"     1.1";"     0.9"
"1848";"2 ";"PV30   ";"2012JJ00";"     1.3";"     0.4";"     0.5";"     0.4";"     0.8";"     0.4";"     1.0";"     0.3";"     0.5";"     0.4";"     0.8";"     0.5";"     0.5";"     0.8";"     0.9";"     0.5";"     1.3";"     0.0";"     1.2";"     1.3";"     1.0";"     0.9";"     1.0";"     1.0";"     0.8";"     1.1";"     1.0";"     1.0";"     0.9";"     0.7"
"1849";"2 ";"PV30   ";"2013JJ00";"     1.0";"     0.3";"     0.5";"     0.3";"     0.7";"     0.3";"     0.9";"     0.3";"     0.4";"     0.4";"     0.6";"     0.4";"     0.4";"     0.7";"     0.8";"     0.4";"     1.1";"     0.0";"     1.0";"     1.1";"     0.8";"     0.7";"     0.8";"     0.8";"     0.6";"     0.9";"     0.7";"     0.8";"     0.7";"     0.5"
"1850";"2 ";"PV30   ";"2014JJ00";"     1.1";"     0.3";"     0.4";"     0.3";"     0.7";"     0.3";"     0.9";"     0.3";"     0.4";"     0.4";"     0.7";"     0.3";"     0.4";"     0.7";"     0.8";"     0.5";"     1.1";"     0.0";"     1.0";"     1.1";"     0.8";"     0.7";"     0.8";"     0.8";"     0.7";"     0.9";"     0.7";"     0.8";"     0.7";"     0.6"
"1851";"2 ";"PV30   ";"2015JJ00";"     1.1";"     0.3";"     0.4";"     0.3";"     0.7";"     0.3";"     0.9";"     0.3";"     0.4";"     0.3";"     0.7";"     0.4";"     0.4";"     0.7";"     0.8";"     0.5";"     1.1";"     0.0";"     1.0";"     1.1";"     0.8";"     0.7";"     0.8";"     0.8";"     0.6";"     0.9";"     0.8";"     0.8";"     0.7";"     0.5"
"1852";"2 ";"PV30   ";"2016JJ00";"     1.1";"     0.3";"     0.4";"     0.3";"     0.7";"     0.3";"     0.9";"     0.3";"     0.4";"     0.3";"     0.6";"     0.3";"     0.4";"     0.6";"     0.7";"     0.5";"     1.1";"     0.0";"     1.0";"     1.1";"     0.8";"     0.7";"     0.8";"     0.8";"     0.6";"     0.9";"     0.7";"     0.8";"     0.7";"     0.6"
"1853";"2 ";"PV30   ";"2017JJ00";"     1.0";"     0.3";"     0.4";"     0.3";"     0.6";"     0.3";"     0.8";"     0.3";"     0.4";"     0.3";"     0.6";"     0.3";"     0.4";"     0.6";"     0.7";"     0.4";"     1.0";"     0.0";"     0.9";"     1.0";"     0.7";"     0.6";"     0.7";"     0.7";"     0.6";"     0.8";"     0.6";"     0.7";"     0.6";"     0.5"
"1854";"2 ";"PV31   ";"2012JJ00";"     1.5";"     0.5";"     0.6";"     0.5";"     1.1";"     0.5";"     1.3";"     0.5";"     0.7";"     0.6";"     1.0";"     0.5";"     0.6";"     1.1";"     1.2";"     0.6";"     1.6";"     0.0";"     1.4";"     1.6";"     1.2";"     1.1";"     1.2";"     1.3";"     1.0";"     1.3";"     1.1";"     1.2";"     1.1";"     0.8"
"1855";"2 ";"PV31   ";"2013JJ00";"     1.5";"     0.4";"     0.7";"     0.6";"     1.0";"     0.5";"     1.3";"     0.4";"     0.6";"     0.6";"     1.0";"     0.5";"     0.6";"     1.1";"     1.2";"     0.6";"     1.5";"     0.0";"     1.4";"     1.5";"     1.2";"     1.1";"     1.1";"     1.3";"     0.9";"     1.3";"     1.1";"     1.2";"     1.1";"     0.8"
"1856";"2 ";"PV31   ";"2014JJ00";"     1.5";"     0.5";"     0.6";"     0.5";"     1.0";"     0.5";"     1.3";"     0.5";"     0.7";"     0.5";"     1.0";"     0.5";"     0.6";"     1.0";"     1.1";"     0.6";"     1.6";"     0.0";"     1.3";"     1.5";"     1.2";"     1.1";"     1.1";"     1.2";"     0.9";"     1.3";"     1.1";"     1.2";"     1.1";"     0.9"
"1857";"2 ";"PV31   ";"2015JJ00";"     1.5";"     0.5";"     0.7";"     0.6";"     1.1";"     0.6";"     1.3";"     0.4";"     0.7";"     0.6";"     1.0";"     0.6";"     0.6";"     1.0";"     1.1";"     0.5";"     1.6";"     0.0";"     1.3";"     1.5";"     1.2";"     1.1";"     1.2";"     1.2";"     1.0";"     1.2";"     1.1";"     1.2";"     1.0";"     0.8"
"1858";"2 ";"PV31   ";"2016JJ00";"     1.5";"     0.4";"     0.5";"     0.4";"     0.9";"     0.5";"     1.2";"     0.4";"     0.6";"     0.5";"     0.9";"     0.5";"     0.6";"     1.0";"     1.0";"     0.6";"     1.5";"     0.0";"     1.3";"     1.5";"     1.1";"     0.9";"     1.1";"     1.2";"     0.9";"     1.2";"     1.0";"     1.0";"     1.0";"     0.9"
"1859";"2 ";"PV31   ";"2017JJ00";"     1.4";"     0.4";"     0.5";"     0.4";"     0.9";"     0.4";"     1.1";"     0.5";"     0.6";"     0.5";"     0.9";"     0.4";"     0.5";"     0.9";"     1.0";"     0.5";"     1.4";"     0.0";"     1.2";"     1.4";"     1.0";"     0.9";"     1.0";"     1.1";"     0.8";"     1.1";"     0.9";"     0.9";"     0.9";"     0.7"
