"ID";"GebruikVanGeweld";"SoortDiefstal";"RegioS";"Perioden";"TotaalGeregistreerdeDiefstallen_1";"GeregistreerdeDiefstallenRelatief_2";"GeregistreerdeDiefstallenPer1000Inw_3";"TotaalOpgehelderdeDiefstallen_4";"OpgehelderdeDiefstallenRelatief_5";"RegistratiesVanVerdachten_6"
"19138";"0";"05";"PV21  ";"2012JJ00";"     110";"       1";"     0.2";"      15";"    12.5";"      15"
"19139";"0";"05";"PV21  ";"2013JJ00";"     125";"       1";"     0.2";"      20";"    15.2";"      25"
"19140";"0";"05";"PV21  ";"2014JJ00";"     160";"       1";"     0.2";"      25";"    15.5";"      35"
"19141";"0";"05";"PV21  ";"2015JJ00";"     110";"       1";"     0.2";"      10";"     9.1";"      20"
"19142";"0";"05";"PV21  ";"2016JJ00";"      80";"       1";"       .";"      10";"    12.3";"      15"
"19143";"0";"05";"PV21  ";"2017JJ00";"      90";"       1";"       .";"       5";"     7.8";"      10"
"19144";"0";"05";"PV22  ";"2010JJ00";"     170";"       1";"     0.3";"      10";"     7.1";"      20"
"19145";"0";"05";"PV22  ";"2011JJ00";"     180";"       1";"     0.4";"      10";"     6.6";"      20"
"19146";"0";"05";"PV22  ";"2012JJ00";"     150";"       1";"     0.3";"      20";"    12.7";"      20"
"19147";"0";"05";"PV22  ";"2013JJ00";"     155";"       1";"     0.3";"      10";"     7.8";"      20"
"19148";"0";"05";"PV22  ";"2014JJ00";"     170";"       2";"     0.4";"      25";"    13.4";"      30"
"19149";"0";"05";"PV22  ";"2015JJ00";"     110";"       1";"     0.2";"      20";"    16.5";"      25"
"19150";"0";"05";"PV22  ";"2016JJ00";"      90";"       1";"       .";"      10";"     9.8";"      15"
"19151";"0";"05";"PV22  ";"2017JJ00";"     105";"       1";"     0.2";"      15";"    13.1";"      25"
"19152";"0";"05";"PV23  ";"2010JJ00";"     300";"       1";"     0.3";"      35";"    11.3";"      55"
"19153";"0";"05";"PV23  ";"2011JJ00";"     265";"       1";"     0.2";"      25";"    10.2";"      45"
"19154";"0";"05";"PV23  ";"2012JJ00";"     240";"       1";"     0.2";"      25";"    10.4";"      35"
"19155";"0";"05";"PV23  ";"2013JJ00";"     340";"       1";"     0.3";"      45";"    12.7";"      65"
"19156";"0";"05";"PV23  ";"2014JJ00";"     270";"       1";"     0.2";"      30";"    11.1";"      45"
"19157";"0";"05";"PV23  ";"2015JJ00";"     290";"       1";"     0.3";"      35";"    12.3";"      50"
"19158";"0";"05";"PV23  ";"2016JJ00";"     205";"       1";"     0.2";"      15";"     8.4";"      25"
"19159";"0";"05";"PV23  ";"2017JJ00";"     130";"       1";"     0.1";"      10";"     6.2";"      15"
"19160";"0";"05";"PV24  ";"2010JJ00";"     110";"       1";"     0.3";"       5";"     2.8";"       5"
"19161";"0";"05";"PV24  ";"2011JJ00";"      80";"       1";"       .";"       5";"     8.6";"      10"
"19162";"0";"05";"PV24  ";"2012JJ00";"      70";"       0";"       .";"       5";"     7.1";"       5"
"19163";"0";"05";"PV24  ";"2013JJ00";"      85";"       1";"       .";"      10";"     9.3";"      10"
"19164";"0";"05";"PV24  ";"2014JJ00";"      80";"       1";"       .";"       5";"     5.1";"       5"
"19165";"0";"05";"PV24  ";"2015JJ00";"      70";"       1";"       .";"      10";"    13.9";"      20"
"19166";"0";"05";"PV24  ";"2016JJ00";"      65";"       1";"       .";"       5";"     6.3";"       5"
"19167";"0";"05";"PV24  ";"2017JJ00";"      45";"       1";"       .";"       5";"     9.1";"       5"
"19168";"0";"05";"PV25  ";"2010JJ00";"     610";"       1";"     0.3";"      60";"    10.0";"     110"
"19169";"0";"05";"PV25  ";"2011JJ00";"     645";"       1";"     0.3";"      55";"     8.7";"      85"
"19170";"0";"05";"PV25  ";"2012JJ00";"     765";"       1";"     0.4";"      60";"     7.7";"      75"
"19171";"0";"05";"PV25  ";"2013JJ00";"     740";"       1";"     0.4";"      65";"     8.8";"     100"
"19172";"0";"05";"PV25  ";"2014JJ00";"     795";"       1";"     0.4";"      75";"     9.2";"     130"
"19173";"0";"05";"PV25  ";"2015JJ00";"     625";"       1";"     0.3";"      55";"     8.7";"      75"
"19174";"0";"05";"PV25  ";"2016JJ00";"     580";"       1";"     0.3";"      50";"     8.8";"      65"
"19175";"0";"05";"PV25  ";"2017JJ00";"     490";"       1";"     0.2";"      30";"     5.7";"      40"
"19176";"0";"05";"PV26  ";"2010JJ00";"     245";"       0";"     0.2";"      15";"     5.3";"      20"
"19177";"0";"05";"PV26  ";"2011JJ00";"     265";"       1";"     0.2";"      25";"     9.5";"      30"
"19178";"0";"05";"PV26  ";"2012JJ00";"     275";"       1";"     0.2";"      15";"     5.9";"      20"
"19179";"0";"05";"PV26  ";"2013JJ00";"     415";"       1";"     0.3";"      20";"     4.8";"      30"
"19180";"0";"05";"PV26  ";"2014JJ00";"     435";"       1";"     0.3";"      25";"     6.0";"      35"
"19181";"0";"05";"PV26  ";"2015JJ00";"     255";"       1";"     0.2";"      15";"     6.6";"      20"
"19182";"0";"05";"PV26  ";"2016JJ00";"     265";"       1";"     0.2";"       5";"     2.7";"       5"
"19183";"0";"05";"PV26  ";"2017JJ00";"     250";"       1";"     0.2";"      10";"     4.8";"      20"
"19184";"0";"05";"PV27  ";"2010JJ00";"     820";"       1";"     0.3";"      60";"     7.2";"      85"
"19185";"0";"05";"PV27  ";"2011JJ00";"     755";"       1";"     0.3";"      55";"     7.2";"      70"
"19186";"0";"05";"PV27  ";"2012JJ00";"     655";"       0";"     0.2";"      30";"     4.3";"      40"
"19187";"0";"05";"PV27  ";"2013JJ00";"     695";"       0";"     0.3";"      40";"     6.0";"      70"
"19188";"0";"05";"PV27  ";"2014JJ00";"     640";"       0";"     0.2";"      40";"     6.4";"      60"
"19189";"0";"05";"PV27  ";"2015JJ00";"     710";"       1";"     0.3";"      40";"     5.6";"      55"
"19190";"0";"05";"PV27  ";"2016JJ00";"     540";"       0";"     0.2";"      20";"     4.1";"      35"
"19191";"0";"05";"PV27  ";"2017JJ00";"     535";"       1";"     0.2";"      15";"     2.8";"      30"
"19192";"0";"05";"PV28  ";"2010JJ00";"     745";"       0";"     0.2";"      80";"    10.7";"     115"
"19193";"0";"05";"PV28  ";"2011JJ00";"     870";"       1";"     0.2";"      75";"     8.6";"     100"
"19194";"0";"05";"PV28  ";"2012JJ00";"     840";"       1";"     0.2";"      65";"     7.8";"     105"
"19195";"0";"05";"PV28  ";"2013JJ00";"     870";"       1";"     0.2";"      80";"     9.1";"     135"
"19196";"0";"05";"PV28  ";"2014JJ00";"     805";"       1";"     0.2";"      65";"     7.8";"     115"
"19197";"0";"05";"PV28  ";"2015JJ00";"     705";"       1";"     0.2";"      40";"     5.4";"      60"
"19198";"0";"05";"PV28  ";"2016JJ00";"     650";"       1";"     0.2";"      50";"     7.6";"      65"
"19199";"0";"05";"PV28  ";"2017JJ00";"     620";"       1";"     0.2";"      50";"     7.9";"      65"
"19200";"0";"05";"PV29  ";"2010JJ00";"      75";"       1";"       .";"      10";"    13.0";"      20"
"19201";"0";"05";"PV29  ";"2011JJ00";"      85";"       1";"       .";"       5";"     8.0";"       5"
"19202";"0";"05";"PV29  ";"2012JJ00";"      80";"       1";"       .";"       5";"     6.2";"       5"
"19203";"0";"05";"PV29  ";"2013JJ00";"      80";"       1";"       .";"      10";"    11.1";"      20"
"19204";"0";"05";"PV29  ";"2014JJ00";"      70";"       1";"       .";"       5";"     5.8";"       5"
"19205";"0";"05";"PV29  ";"2015JJ00";"      50";"       1";"       .";"       5";"     8.0";"       5"
"19206";"0";"05";"PV29  ";"2016JJ00";"      60";"       1";"       .";"       5";"     6.8";"       5"
"19207";"0";"05";"PV29  ";"2017JJ00";"      40";"       1";"       .";"       0";"     0.0";"       0"
"19208";"0";"05";"PV30  ";"2010JJ00";"    1110";"       1";"     0.5";"      70";"     6.3";"     105"
"19209";"0";"05";"PV30  ";"2011JJ00";"    1110";"       1";"     0.5";"      75";"     6.9";"     110"
"19210";"0";"05";"PV30  ";"2012JJ00";"    1240";"       1";"     0.5";"      55";"     4.4";"      80"
"19211";"0";"05";"PV30  ";"2013JJ00";"    1235";"       1";"     0.5";"      80";"     6.4";"     110"
"19212";"0";"05";"PV30  ";"2014JJ00";"    1165";"       1";"     0.5";"      65";"     5.7";"      90"
"19213";"0";"05";"PV30  ";"2015JJ00";"    1060";"       1";"     0.4";"      50";"     4.5";"      70"
"19214";"0";"05";"PV30  ";"2016JJ00";"     970";"       1";"     0.4";"      50";"     4.9";"      55"
"19215";"0";"05";"PV30  ";"2017JJ00";"     750";"       1";"     0.3";"      25";"     3.1";"      40"
"19216";"0";"05";"PV31  ";"2010JJ00";"     770";"       2";"     0.7";"      35";"     4.6";"      50"
"19217";"0";"05";"PV31  ";"2011JJ00";"     845";"       2";"     0.8";"      35";"     4.4";"      65"
"19218";"0";"05";"PV31  ";"2012JJ00";"     770";"       2";"     0.7";"      35";"     4.7";"      45"
"19219";"0";"05";"PV31  ";"2013JJ00";"     825";"       2";"     0.7";"      40";"     5.1";"      60"
"19220";"0";"05";"PV31  ";"2014JJ00";"     750";"       2";"     0.7";"      40";"     5.2";"      55"
"19221";"0";"05";"PV31  ";"2015JJ00";"     685";"       2";"     0.6";"      25";"     3.6";"      30"
"19222";"0";"05";"PV31  ";"2016JJ00";"     700";"       2";"     0.6";"      30";"     4.6";"      50"
"19223";"0";"05";"PV31  ";"2017JJ00";"     545";"       2";"     0.5";"      15";"     2.4";"      15"
"19224";"0";"05";"PV99  ";"2010JJ00";"       5";"       1";"     0.0";"       0";"     0.0";"       0"
"19225";"0";"05";"PV99  ";"2011JJ00";"       5";"       1";"";"       0";"     0.0";"       0"
"19226";"0";"05";"PV99  ";"2012JJ00";"       5";"       1";"";"       0";"     0.0";"       0"
"19227";"0";"05";"PV99  ";"2013JJ00";"       5";"       1";"";"       0";"     0.0";"       0"
"19228";"0";"05";"PV99  ";"2014JJ00";"       5";"       1";"";"       0";"     0.0";"       0"
"19229";"0";"05";"PV99  ";"2015JJ00";"       5";"       1";"";"       0";"     0.0";"       0"
"19230";"0";"05";"PV99  ";"2016JJ00";"       5";"       1";"";"       0";"     0.0";"       5"
"19231";"0";"05";"PV99  ";"2017JJ00";"       5";"       0";"";"       0";"     0.0";"       0"
"22944";"0";"06";"PV20  ";"2010JJ00";"      35";"       0";"       .";"      10";"    24.3";"      20"
"22945";"0";"06";"PV20  ";"2011JJ00";"      40";"       0";"       .";"       5";"    11.9";"       5"
"22946";"0";"06";"PV20  ";"2012JJ00";"      30";"       0";"       .";"       5";"    12.9";"       5"
"22947";"0";"06";"PV20  ";"2013JJ00";"      25";"       0";"       .";"       5";"    26.1";"      15"
"22948";"0";"06";"PV20  ";"2014JJ00";"      20";"       0";"       .";"       0";"     0.0";"       0"
"22949";"0";"06";"PV20  ";"2015JJ00";"      25";"       0";"       .";"       5";"    26.9";"      15"
"22950";"0";"06";"PV20  ";"2016JJ00";"      20";"       0";"       .";"       5";"    15.8";"       5"
"22951";"0";"06";"PV20  ";"2017JJ00";"      20";"       0";"       .";"       5";"    33.3";"      10"
"22952";"0";"06";"PV21  ";"2010JJ00";"     145";"       1";"     0.2";"      20";"    12.2";"      25"
"22953";"0";"06";"PV21  ";"2011JJ00";"     115";"       1";"     0.2";"      20";"    16.2";"      35"
"22954";"0";"06";"PV21  ";"2012JJ00";"     120";"       1";"     0.2";"      20";"    18.6";"      35"
"22955";"0";"06";"PV21  ";"2013JJ00";"     100";"       1";"     0.2";"      20";"    19.4";"      45"
"22956";"0";"06";"PV21  ";"2014JJ00";"      90";"       1";"       .";"      10";"    12.2";"      15"
"22957";"0";"06";"PV21  ";"2015JJ00";"      75";"       1";"       .";"      10";"    13.2";"      15"
"22958";"0";"06";"PV21  ";"2016JJ00";"     100";"       1";"     0.2";"      20";"    21.8";"      40"
"22959";"0";"06";"PV21  ";"2017JJ00";"      75";"       1";"       .";"      10";"    15.8";"      20"
"22960";"0";"06";"PV22  ";"2010JJ00";"      20";"       0";"       .";"       5";"    16.7";"       5"
"22961";"0";"06";"PV22  ";"2011JJ00";"      15";"       0";"       .";"       5";"    28.6";"      10"
"22962";"0";"06";"PV22  ";"2012JJ00";"      20";"       0";"       .";"       0";"     0.0";"       5"
"22963";"0";"06";"PV22  ";"2013JJ00";"      10";"       0";"       .";"       5";"    33.3";"       5"
"22964";"0";"06";"PV22  ";"2014JJ00";"      15";"       0";"       .";"       5";"    23.1";"      10"
"22965";"0";"06";"PV22  ";"2015JJ00";"      10";"       0";"       .";"       5";"    50.0";"      10"
"22966";"0";"06";"PV22  ";"2016JJ00";"      10";"       0";"       .";"       5";"    45.5";"       5"
"22967";"0";"06";"PV22  ";"2017JJ00";"      10";"       0";"       .";"       0";"     0.0";"       5"
"22968";"0";"06";"PV23  ";"2010JJ00";"      40";"       0";"       .";"       5";"     9.5";"       5"
"22969";"0";"06";"PV23  ";"2011JJ00";"      50";"       0";"       .";"       5";"    11.8";"      10"
"22970";"0";"06";"PV23  ";"2012JJ00";"      35";"       0";"       .";"       5";"    12.1";"      10"
"22971";"0";"06";"PV23  ";"2013JJ00";"      50";"       0";"       .";"       5";"    12.0";"      10"
"22972";"0";"06";"PV23  ";"2014JJ00";"      30";"       0";"       .";"       5";"     9.4";"       5"
"22973";"0";"06";"PV23  ";"2015JJ00";"      35";"       0";"       .";"       5";"    11.4";"       5"
"22974";"0";"06";"PV23  ";"2016JJ00";"      25";"       0";"       .";"       0";"     0.0";"       0"
"22975";"0";"06";"PV23  ";"2017JJ00";"      20";"       0";"       .";"       0";"     0.0";"       0"
"22976";"0";"06";"PV24  ";"2010JJ00";"      40";"       0";"       .";"       5";"     7.3";"       5"
"22977";"0";"06";"PV24  ";"2011JJ00";"      50";"       0";"       .";"       5";"    12.5";"      10"
"22978";"0";"06";"PV24  ";"2012JJ00";"      35";"       0";"       .";"       0";"     0.0";"       0"
"22979";"0";"06";"PV24  ";"2013JJ00";"      25";"       0";"       .";"       0";"     0.0";"       0"
"22980";"0";"06";"PV24  ";"2014JJ00";"      30";"       0";"       .";"       0";"     0.0";"       5"
"22981";"0";"06";"PV24  ";"2015JJ00";"      30";"       0";"       .";"       0";"     0.0";"       0"
"22982";"0";"06";"PV24  ";"2016JJ00";"      25";"       0";"       .";"       0";"     0.0";"       0"
"22983";"0";"06";"PV24  ";"2017JJ00";"      20";"       0";"       .";"       5";"    15.8";"       5"
"22984";"0";"06";"PV25  ";"2010JJ00";"      55";"       0";"       .";"      10";"    14.3";"      10"
"22985";"0";"06";"PV25  ";"2011JJ00";"      55";"       0";"       .";"       5";"     7.3";"      10"
"22986";"0";"06";"PV25  ";"2012JJ00";"      75";"       0";"       .";"      15";"    22.7";"      30"
"22987";"0";"06";"PV25  ";"2013JJ00";"      55";"       0";"       .";"       5";"     5.7";"       5"
"22988";"0";"06";"PV25  ";"2014JJ00";"      65";"       0";"       .";"       5";"     9.0";"      10"
"22989";"0";"06";"PV25  ";"2015JJ00";"      45";"       0";"       .";"       0";"     0.0";"       0"
"22990";"0";"06";"PV25  ";"2016JJ00";"      40";"       0";"       .";"       5";"     7.7";"       5"
"22991";"0";"06";"PV25  ";"2017JJ00";"      35";"       0";"       .";"       5";"    12.1";"       5"
"22992";"0";"06";"PV26  ";"2010JJ00";"      55";"       0";"       .";"      10";"    14.3";"      10"
"22993";"0";"06";"PV26  ";"2011JJ00";"      70";"       0";"       .";"       5";"     8.3";"      10"
"22994";"0";"06";"PV26  ";"2012JJ00";"      60";"       0";"       .";"      10";"    13.3";"      10"
"22995";"0";"06";"PV26  ";"2013JJ00";"      75";"       0";"       .";"      15";"    20.5";"      20"
"22996";"0";"06";"PV26  ";"2014JJ00";"      40";"       0";"       .";"       5";"    10.3";"      10"
"22997";"0";"06";"PV26  ";"2015JJ00";"      45";"       0";"       .";"       5";"    11.6";"      10"
"22998";"0";"06";"PV26  ";"2016JJ00";"      25";"       0";"       .";"       5";"    12.0";"       5"
"22999";"0";"06";"PV26  ";"2017JJ00";"      20";"       0";"       .";"       0";"     0.0";"       0"
"23000";"0";"06";"PV27  ";"2010JJ00";"     440";"       0";"     0.2";"      50";"    11.6";"      95"
"23001";"0";"06";"PV27  ";"2011JJ00";"     460";"       0";"     0.2";"      50";"    10.9";"      75"
"23002";"0";"06";"PV27  ";"2012JJ00";"     365";"       0";"     0.1";"      40";"    11.2";"      60"
"23003";"0";"06";"PV27  ";"2013JJ00";"     395";"       0";"     0.1";"      35";"     8.8";"      60"
"23004";"0";"06";"PV27  ";"2014JJ00";"     395";"       0";"     0.1";"      35";"     9.4";"      65"
"23005";"0";"06";"PV27  ";"2015JJ00";"     325";"       0";"     0.1";"      25";"     7.4";"      40"
"23006";"0";"06";"PV27  ";"2016JJ00";"     245";"       0";"     0.1";"      30";"    11.5";"      40"
"23007";"0";"06";"PV27  ";"2017JJ00";"     200";"       0";"     0.1";"      30";"    14.4";"      40"
"23008";"0";"06";"PV28  ";"2010JJ00";"     240";"       0";"     0.1";"      35";"    14.6";"      45"
"23009";"0";"06";"PV28  ";"2011JJ00";"     190";"       0";"     0.1";"      20";"     9.9";"      40"
"23010";"0";"06";"PV28  ";"2012JJ00";"     220";"       0";"     0.1";"      30";"    13.2";"      45"
"23011";"0";"06";"PV28  ";"2013JJ00";"     190";"       0";"     0.1";"      25";"    12.0";"      40"
"23012";"0";"06";"PV28  ";"2014JJ00";"     195";"       0";"     0.1";"      15";"     8.3";"      25"
"23013";"0";"06";"PV28  ";"2015JJ00";"     125";"       0";"     0.0";"      15";"    12.7";"      30"
"23014";"0";"06";"PV28  ";"2016JJ00";"     110";"       0";"     0.0";"      15";"    11.9";"      25"
"23015";"0";"06";"PV28  ";"2017JJ00";"     105";"       0";"     0.0";"      10";"     7.7";"      15"
"23016";"0";"06";"PV29  ";"2010JJ00";"      10";"       0";"       .";"       0";"     0.0";"       0"
"23017";"0";"06";"PV29  ";"2011JJ00";"      15";"       0";"       .";"       0";"     0.0";"       5"
"23018";"0";"06";"PV29  ";"2012JJ00";"      15";"       0";"       .";"       0";"     0.0";"       5"
"23019";"0";"06";"PV29  ";"2013JJ00";"       5";"       0";"       .";"       0";"     0.0";"       0"
"23020";"0";"06";"PV29  ";"2014JJ00";"      15";"       0";"       .";"       0";"     0.0";"       0"
"23021";"0";"06";"PV29  ";"2015JJ00";"      20";"       0";"       .";"       5";"    16.7";"       0"
"23022";"0";"06";"PV29  ";"2016JJ00";"       5";"       0";"       .";"       0";"     0.0";"       0"
"23023";"0";"06";"PV29  ";"2017JJ00";"      15";"       0";"       .";"       0";"     0.0";"       0"
"23024";"0";"06";"PV30  ";"2010JJ00";"      60";"       0";"       .";"       5";"     6.5";"       5"
"23025";"0";"06";"PV30  ";"2011JJ00";"      75";"       0";"       .";"       5";"     9.1";"      15"
"23026";"0";"06";"PV30  ";"2012JJ00";"      80";"       0";"       .";"       5";"     7.6";"       5"
"23027";"0";"06";"PV30  ";"2013JJ00";"      55";"       0";"       .";"       5";"     7.0";"       5"
"23028";"0";"06";"PV30  ";"2014JJ00";"      70";"       0";"       .";"      10";"    12.7";"      10"
"23029";"0";"06";"PV30  ";"2015JJ00";"      50";"       0";"       .";"       5";"    11.5";"       5"
"23030";"0";"06";"PV30  ";"2016JJ00";"      55";"       0";"       .";"       5";"     9.4";"       5"
"23031";"0";"06";"PV30  ";"2017JJ00";"      55";"       0";"       .";"       5";"     5.7";"      10"
"23032";"0";"06";"PV31  ";"2010JJ00";"      20";"       0";"       .";"       0";"     0.0";"       5"
"23033";"0";"06";"PV31  ";"2011JJ00";"      35";"       0";"       .";"       5";"    11.4";"      10"
"23034";"0";"06";"PV31  ";"2012JJ00";"      15";"       0";"       .";"       0";"     0.0";"       0"
"23035";"0";"06";"PV31  ";"2013JJ00";"      30";"       0";"       .";"       5";"    12.5";"       5"
"23036";"0";"06";"PV31  ";"2014JJ00";"      20";"       0";"       .";"       0";"     0.0";"       0"
"23037";"0";"06";"PV31  ";"2015JJ00";"      15";"       0";"       .";"       0";"     0.0";"       5"
"23038";"0";"06";"PV31  ";"2016JJ00";"      10";"       0";"       .";"       0";"     0.0";"       0"
"23039";"0";"06";"PV31  ";"2017JJ00";"      20";"       0";"       .";"       5";"    13.6";"       5"
"23040";"0";"06";"PV99  ";"2010JJ00";"       5";"       1";"     0.0";"       0";"     0.0";"       5"
"23041";"0";"06";"PV99  ";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"23042";"0";"06";"PV99  ";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"23043";"0";"06";"PV99  ";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"23044";"0";"06";"PV99  ";"2014JJ00";"       5";"       1";"";"       0";"     0.0";"       0"
"23045";"0";"06";"PV99  ";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"23046";"0";"06";"PV99  ";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"23047";"0";"06";"PV99  ";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"26760";"0";"07";"PV20  ";"2010JJ00";"    2195";"      11";"     3.8";"      75";"     3.4";"      90"
"26761";"0";"07";"PV20  ";"2011JJ00";"    2115";"      11";"     3.7";"     155";"     7.3";"     275"
"26762";"0";"07";"PV20  ";"2012JJ00";"    1705";"       9";"     2.9";"     100";"     5.8";"     135"
"26763";"0";"07";"PV20  ";"2013JJ00";"    1630";"       8";"     2.8";"      55";"     3.5";"      80"
"26764";"0";"07";"PV20  ";"2014JJ00";"    1285";"       7";"     2.2";"      70";"     5.5";"      80"
"26765";"0";"07";"PV20  ";"2015JJ00";"    1485";"       9";"     2.5";"      95";"     6.3";"     115"
"26766";"0";"07";"PV20  ";"2016JJ00";"    1285";"       8";"     2.2";"      50";"     3.8";"      60"
"26767";"0";"07";"PV20  ";"2017JJ00";"     750";"       6";"     1.3";"      30";"     4.1";"      50"
"26768";"0";"07";"PV21  ";"2010JJ00";"    1080";"       7";"     1.7";"      55";"     5.1";"      85"
"26769";"0";"07";"PV21  ";"2011JJ00";"    1155";"       8";"     1.8";"      95";"     8.1";"     135"
"26770";"0";"07";"PV21  ";"2012JJ00";"     915";"       6";"     1.4";"      60";"     6.7";"      90"
"26771";"0";"07";"PV21  ";"2013JJ00";"     975";"       7";"     1.5";"      50";"     5.3";"      80"
"26772";"0";"07";"PV21  ";"2014JJ00";"     755";"       5";"     1.2";"      60";"     8.1";"      85"
"26773";"0";"07";"PV21  ";"2015JJ00";"     885";"       7";"     1.4";"      55";"     6.5";"      80"
"26774";"0";"07";"PV21  ";"2016JJ00";"     815";"       7";"     1.3";"      35";"     4.4";"      45"
"26775";"0";"07";"PV21  ";"2017JJ00";"     485";"       6";"     0.8";"      40";"     8.6";"      60"
"26776";"0";"07";"PV22  ";"2010JJ00";"    1595";"      12";"     3.2";"      85";"     5.5";"     125"
"26777";"0";"07";"PV22  ";"2011JJ00";"    1485";"      11";"     3.0";"      70";"     4.6";"     110"
"26778";"0";"07";"PV22  ";"2012JJ00";"    1315";"      10";"     2.7";"      85";"     6.4";"     135"
"26779";"0";"07";"PV22  ";"2013JJ00";"    1185";"       9";"     2.4";"      55";"     4.5";"      75"
"26780";"0";"07";"PV22  ";"2014JJ00";"     795";"       7";"     1.6";"      40";"     5.3";"      65"
"26781";"0";"07";"PV22  ";"2015JJ00";"     795";"       8";"     1.6";"      45";"     5.8";"      60"
"26782";"0";"07";"PV22  ";"2016JJ00";"     760";"       8";"     1.6";"      75";"     9.6";"     125"
"26783";"0";"07";"PV22  ";"2017JJ00";"     445";"       6";"     0.9";"      20";"     4.0";"      25"
"26784";"0";"07";"PV23  ";"2010JJ00";"    4950";"      15";"     4.4";"     190";"     3.9";"     255"
"26785";"0";"07";"PV23  ";"2011JJ00";"    4540";"      13";"     4.0";"     205";"     4.5";"     270"
"26786";"0";"07";"PV23  ";"2012JJ00";"    3680";"      11";"     3.2";"     190";"     5.2";"     280"
"26787";"0";"07";"PV23  ";"2013JJ00";"    3675";"      10";"     3.2";"     170";"     4.7";"     240"
"26788";"0";"07";"PV23  ";"2014JJ00";"    2795";"       9";"     2.5";"     165";"     6.0";"     225"
"26789";"0";"07";"PV23  ";"2015JJ00";"    2120";"       8";"     1.9";"     110";"     5.3";"     140"
"26790";"0";"07";"PV23  ";"2016JJ00";"    2220";"       9";"     1.9";"     105";"     4.7";"     135"
"26791";"0";"07";"PV23  ";"2017JJ00";"    1580";"       8";"     1.4";"      60";"     3.9";"      95"
"26792";"0";"07";"PV24  ";"2010JJ00";"    2080";"      16";"     5.4";"      40";"     1.9";"      55"
"26793";"0";"07";"PV24  ";"2011JJ00";"    2260";"      16";"     5.8";"      75";"     3.2";"     100"
"26794";"0";"07";"PV24  ";"2012JJ00";"    2420";"      17";"     6.1";"      65";"     2.7";"     115"
"26795";"0";"07";"PV24  ";"2013JJ00";"    2395";"      16";"     6.0";"      65";"     2.8";"      95"
"26796";"0";"07";"PV24  ";"2014JJ00";"    1395";"      11";"     3.5";"      65";"     4.7";"      85"
"26797";"0";"07";"PV24  ";"2015JJ00";"    1370";"      13";"     3.4";"      40";"     3.1";"      45"
"26798";"0";"07";"PV24  ";"2016JJ00";"    1085";"      11";"     2.7";"      15";"     1.5";"      25"
"26799";"0";"07";"PV24  ";"2017JJ00";"    1120";"      13";"     2.7";"      25";"     2.4";"      35"
"26800";"0";"07";"PV25  ";"2010JJ00";"   14060";"      19";"     7.0";"     295";"     2.1";"     430"
"26801";"0";"07";"PV25  ";"2011JJ00";"   12765";"      18";"     6.4";"     315";"     2.5";"     450"
"26802";"0";"07";"PV25  ";"2012JJ00";"    9200";"      13";"     4.6";"     265";"     2.9";"     360"
"26803";"0";"07";"PV25  ";"2013JJ00";"    9340";"      14";"     4.6";"     315";"     3.4";"     520"
"26804";"0";"07";"PV25  ";"2014JJ00";"    7800";"      13";"     3.9";"     225";"     2.9";"     285"
"26805";"0";"07";"PV25  ";"2015JJ00";"    7630";"      15";"     3.8";"     255";"     3.3";"     370"
"26806";"0";"07";"PV25  ";"2016JJ00";"    7000";"      14";"     3.4";"     245";"     3.5";"     330"
"26807";"0";"07";"PV25  ";"2017JJ00";"    6105";"      15";"     3.0";"     135";"     2.2";"     190"
"26808";"0";"07";"PV26  ";"2010JJ00";"   14665";"      26";"    12.0";"     295";"     2.0";"     430"
"26809";"0";"07";"PV26  ";"2011JJ00";"   12590";"      24";"    10.2";"     300";"     2.4";"     425"
"26810";"0";"07";"PV26  ";"2012JJ00";"   11700";"      23";"     9.5";"     295";"     2.5";"     475"
"26811";"0";"07";"PV26  ";"2013JJ00";"   10710";"      21";"     8.6";"     305";"     2.9";"     435"
"26812";"0";"07";"PV26  ";"2014JJ00";"   10770";"      23";"     8.6";"     300";"     2.8";"     420"
"26813";"0";"07";"PV26  ";"2015JJ00";"   10790";"      24";"     8.5";"     245";"     2.3";"     395"
"26814";"0";"07";"PV26  ";"2016JJ00";"   11230";"      26";"     8.8";"     215";"     1.9";"     335"
"26815";"0";"07";"PV26  ";"2017JJ00";"   10410";"      27";"     8.1";"     155";"     1.5";"     250"
"26816";"0";"07";"PV27  ";"2010JJ00";"   24720";"      18";"     9.3";"     565";"     2.3";"     895"
"26817";"0";"07";"PV27  ";"2011JJ00";"   23680";"      17";"     8.8";"     570";"     2.4";"     785"
"26818";"0";"07";"PV27  ";"2012JJ00";"   21325";"      16";"     7.9";"     490";"     2.3";"     670"
"26819";"0";"07";"PV27  ";"2013JJ00";"   21145";"      15";"     7.8";"     475";"     2.3";"     695"
"26820";"0";"07";"PV27  ";"2014JJ00";"   18175";"      14";"     6.6";"     450";"     2.5";"     650"
