"ID";"GebruikVanGeweld";"SoortDiefstal";"RegioS";"Perioden";"TotaalGeregistreerdeDiefstallen_1";"GeregistreerdeDiefstallenRelatief_2";"GeregistreerdeDiefstallenPer1000Inw_3";"TotaalOpgehelderdeDiefstallen_4";"OpgehelderdeDiefstallenRelatief_5";"RegistratiesVanVerdachten_6"
"152791";"1";"15";"PV99  ";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156504";"1";"16";"PV20  ";"2010JJ00";"      25";"       0";"       .";"      20";"    80.8";"      30"
"156505";"1";"16";"PV20  ";"2011JJ00";"      25";"       0";"       .";"      20";"    84.0";"      25"
"156506";"1";"16";"PV20  ";"2012JJ00";"      30";"       0";"       .";"      25";"    78.1";"      30"
"156507";"1";"16";"PV20  ";"2013JJ00";"      30";"       0";"       .";"      30";"    93.8";"      35"
"156508";"1";"16";"PV20  ";"2014JJ00";"      20";"       0";"       .";"      15";"    88.9";"      20"
"156509";"1";"16";"PV20  ";"2015JJ00";"      25";"       0";"       .";"      20";"    84.0";"      25"
"156510";"1";"16";"PV20  ";"2016JJ00";"      25";"       0";"       .";"      25";"    92.6";"      30"
"156511";"1";"16";"PV20  ";"2017JJ00";"      25";"       0";"       .";"      20";"    77.8";"      30"
"156512";"1";"16";"PV21  ";"2010JJ00";"      20";"       0";"       .";"      15";"    85.0";"      15"
"156513";"1";"16";"PV21  ";"2011JJ00";"      20";"       0";"       .";"      15";"    89.5";"      20"
"156514";"1";"16";"PV21  ";"2012JJ00";"      20";"       0";"       .";"      20";"   100.0";"      20"
"156515";"1";"16";"PV21  ";"2013JJ00";"      10";"       0";"       .";"       5";"    77.8";"       5"
"156516";"1";"16";"PV21  ";"2014JJ00";"      20";"       0";"       .";"      15";"    84.2";"      20"
"156517";"1";"16";"PV21  ";"2015JJ00";"      15";"       0";"       .";"      15";"    93.3";"      20"
"156518";"1";"16";"PV21  ";"2016JJ00";"      10";"       0";"       .";"      10";"    91.7";"      10"
"156519";"1";"16";"PV21  ";"2017JJ00";"      10";"       0";"       .";"      10";"    80.0";"      10"
"156520";"1";"16";"PV22  ";"2010JJ00";"      20";"       0";"       .";"      15";"    68.2";"      15"
"156521";"1";"16";"PV22  ";"2011JJ00";"      10";"       0";"       .";"       5";"    75.0";"      10"
"156522";"1";"16";"PV22  ";"2012JJ00";"       5";"       0";"       .";"       5";"    85.7";"      10"
"156523";"1";"16";"PV22  ";"2013JJ00";"      10";"       0";"       .";"      10";"   100.0";"      10"
"156524";"1";"16";"PV22  ";"2014JJ00";"       5";"       0";"       .";"       5";"   100.0";"      10"
"156525";"1";"16";"PV22  ";"2015JJ00";"      10";"       0";"       .";"      10";"   100.0";"      10"
"156526";"1";"16";"PV22  ";"2016JJ00";"      15";"       0";"       .";"      10";"    76.9";"      10"
"156527";"1";"16";"PV22  ";"2017JJ00";"      10";"       0";"       .";"       5";"    66.7";"       5"
"156528";"1";"16";"PV23  ";"2010JJ00";"      40";"       0";"       .";"      30";"    84.2";"      40"
"156529";"1";"16";"PV23  ";"2011JJ00";"      40";"       0";"       .";"      40";"    90.5";"      50"
"156530";"1";"16";"PV23  ";"2012JJ00";"      40";"       0";"       .";"      35";"    90.0";"      45"
"156531";"1";"16";"PV23  ";"2013JJ00";"      45";"       0";"       .";"      35";"    81.4";"      40"
"156532";"1";"16";"PV23  ";"2014JJ00";"      30";"       0";"       .";"      25";"    87.1";"      35"
"156533";"1";"16";"PV23  ";"2015JJ00";"      20";"       0";"       .";"      20";"    90.5";"      25"
"156534";"1";"16";"PV23  ";"2016JJ00";"      25";"       0";"       .";"      20";"    95.7";"      25"
"156535";"1";"16";"PV23  ";"2017JJ00";"      15";"       0";"       .";"      10";"    68.8";"      15"
"156536";"1";"16";"PV24  ";"2010JJ00";"      30";"       0";"       .";"      30";"    93.8";"      40"
"156537";"1";"16";"PV24  ";"2011JJ00";"      30";"       0";"       .";"      25";"    93.1";"      35"
"156538";"1";"16";"PV24  ";"2012JJ00";"      20";"       0";"       .";"      20";"    95.5";"      25"
"156539";"1";"16";"PV24  ";"2013JJ00";"      40";"       0";"       .";"      40";"   100.0";"      50"
"156540";"1";"16";"PV24  ";"2014JJ00";"      20";"       0";"       .";"      20";"    95.5";"      25"
"156541";"1";"16";"PV24  ";"2015JJ00";"      20";"       0";"       .";"      20";"    90.5";"      20"
"156542";"1";"16";"PV24  ";"2016JJ00";"      15";"       0";"       .";"      15";"    88.2";"      15"
"156543";"1";"16";"PV24  ";"2017JJ00";"      20";"       0";"       .";"      20";"    81.8";"      25"
"156544";"1";"16";"PV25  ";"2010JJ00";"      80";"       0";"       .";"      65";"    80.8";"      80"
"156545";"1";"16";"PV25  ";"2011JJ00";"      70";"       0";"       .";"      60";"    87.0";"      70"
"156546";"1";"16";"PV25  ";"2012JJ00";"      60";"       0";"       .";"      55";"    90.2";"      70"
"156547";"1";"16";"PV25  ";"2013JJ00";"      60";"       0";"       .";"      55";"    85.5";"      60"
"156548";"1";"16";"PV25  ";"2014JJ00";"      65";"       0";"       .";"      60";"    89.4";"      65"
"156549";"1";"16";"PV25  ";"2015JJ00";"      60";"       0";"       .";"      55";"    93.4";"      65"
"156550";"1";"16";"PV25  ";"2016JJ00";"      60";"       0";"       .";"      50";"    82.3";"      55"
"156551";"1";"16";"PV25  ";"2017JJ00";"      45";"       0";"       .";"      40";"    86.4";"      45"
"156552";"1";"16";"PV26  ";"2010JJ00";"      75";"       0";"       .";"      65";"    85.7";"      90"
"156553";"1";"16";"PV26  ";"2011JJ00";"      85";"       0";"       .";"      70";"    85.5";"      90"
"156554";"1";"16";"PV26  ";"2012JJ00";"      70";"       0";"       .";"      60";"    87.0";"      65"
"156555";"1";"16";"PV26  ";"2013JJ00";"      60";"       0";"       .";"      55";"    94.8";"      60"
"156556";"1";"16";"PV26  ";"2014JJ00";"      55";"       0";"       .";"      55";"    93.0";"      60"
"156557";"1";"16";"PV26  ";"2015JJ00";"      55";"       0";"       .";"      50";"    92.7";"      60"
"156558";"1";"16";"PV26  ";"2016JJ00";"      45";"       0";"       .";"      40";"    90.9";"      45"
"156559";"1";"16";"PV26  ";"2017JJ00";"      40";"       0";"       .";"      40";"    92.7";"      40"
"156560";"1";"16";"PV27  ";"2010JJ00";"     170";"       0";"     0.1";"     135";"    78.2";"     170"
"156561";"1";"16";"PV27  ";"2011JJ00";"     235";"       0";"     0.1";"     200";"    86.0";"     245"
"156562";"1";"16";"PV27  ";"2012JJ00";"     190";"       0";"     0.1";"     160";"    83.7";"     195"
"156563";"1";"16";"PV27  ";"2013JJ00";"     140";"       0";"     0.1";"     115";"    83.5";"     140"
"156564";"1";"16";"PV27  ";"2014JJ00";"     170";"       0";"     0.1";"     150";"    88.7";"     170"
"156565";"1";"16";"PV27  ";"2015JJ00";"     160";"       0";"     0.1";"     135";"    86.2";"     155"
"156566";"1";"16";"PV27  ";"2016JJ00";"     135";"       0";"     0.0";"     120";"    90.4";"     135"
"156567";"1";"16";"PV27  ";"2017JJ00";"     125";"       0";"     0.0";"     105";"    83.1";"     120"
"156568";"1";"16";"PV28  ";"2010JJ00";"     210";"       0";"     0.1";"     165";"    78.6";"     200"
"156569";"1";"16";"PV28  ";"2011JJ00";"     200";"       0";"     0.1";"     170";"    84.8";"     210"
"156570";"1";"16";"PV28  ";"2012JJ00";"     195";"       0";"     0.1";"     175";"    89.6";"     205"
"156571";"1";"16";"PV28  ";"2013JJ00";"     175";"       0";"     0.0";"     160";"    92.6";"     185"
"156572";"1";"16";"PV28  ";"2014JJ00";"     150";"       0";"     0.0";"     130";"    87.2";"     165"
"156573";"1";"16";"PV28  ";"2015JJ00";"     165";"       0";"     0.0";"     145";"    89.0";"     165"
"156574";"1";"16";"PV28  ";"2016JJ00";"     175";"       0";"     0.0";"     145";"    81.9";"     160"
"156575";"1";"16";"PV28  ";"2017JJ00";"     180";"       0";"     0.0";"     150";"    82.2";"     165"
"156576";"1";"16";"PV29  ";"2010JJ00";"      10";"       0";"       .";"       5";"    55.6";"       5"
"156577";"1";"16";"PV29  ";"2011JJ00";"      15";"       0";"       .";"      10";"    85.7";"      15"
"156578";"1";"16";"PV29  ";"2012JJ00";"      10";"       0";"       .";"      10";"   100.0";"      10"
"156579";"1";"16";"PV29  ";"2013JJ00";"       5";"       0";"       .";"       5";"    80.0";"       5"
"156580";"1";"16";"PV29  ";"2014JJ00";"       5";"       0";"       .";"       5";"   100.0";"      10"
"156581";"1";"16";"PV29  ";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156582";"1";"16";"PV29  ";"2016JJ00";"      10";"       0";"       .";"       5";"    66.7";"      10"
"156583";"1";"16";"PV29  ";"2017JJ00";"       5";"       0";"       .";"       5";"    85.7";"       5"
"156584";"1";"16";"PV30  ";"2010JJ00";"     130";"       0";"     0.1";"     105";"    83.6";"     135"
"156585";"1";"16";"PV30  ";"2011JJ00";"     100";"       0";"     0.0";"      80";"    82.7";"     105"
"156586";"1";"16";"PV30  ";"2012JJ00";"      95";"       0";"     0.0";"      85";"    86.6";"     100"
"156587";"1";"16";"PV30  ";"2013JJ00";"     105";"       0";"     0.0";"      90";"    87.4";"     105"
"156588";"1";"16";"PV30  ";"2014JJ00";"      70";"       0";"       .";"      60";"    80.6";"      65"
"156589";"1";"16";"PV30  ";"2015JJ00";"      85";"       0";"       .";"      70";"    82.1";"      80"
"156590";"1";"16";"PV30  ";"2016JJ00";"     100";"       0";"     0.0";"      90";"    88.2";"     105"
"156591";"1";"16";"PV30  ";"2017JJ00";"      65";"       0";"       .";"      55";"    80.6";"      65"
"156592";"1";"16";"PV31  ";"2010JJ00";"      50";"       0";"       .";"      35";"    68.6";"      50"
"156593";"1";"16";"PV31  ";"2011JJ00";"      45";"       0";"       .";"      30";"    74.4";"      35"
"156594";"1";"16";"PV31  ";"2012JJ00";"      30";"       0";"       .";"      20";"    78.6";"      25"
"156595";"1";"16";"PV31  ";"2013JJ00";"      30";"       0";"       .";"      20";"    66.7";"      20"
"156596";"1";"16";"PV31  ";"2014JJ00";"      20";"       0";"       .";"      15";"    78.9";"      15"
"156597";"1";"16";"PV31  ";"2015JJ00";"      40";"       0";"       .";"      35";"    85.7";"      40"
"156598";"1";"16";"PV31  ";"2016JJ00";"      25";"       0";"       .";"      20";"    80.8";"      25"
"156599";"1";"16";"PV31  ";"2017JJ00";"      45";"       0";"       .";"      35";"    77.3";"      40"
"156600";"1";"16";"PV99  ";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156601";"1";"16";"PV99  ";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156602";"1";"16";"PV99  ";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156603";"1";"16";"PV99  ";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156604";"1";"16";"PV99  ";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156605";"1";"16";"PV99  ";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156606";"1";"16";"PV99  ";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"156607";"1";"16";"PV99  ";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"160320";"1";"17";"PV20  ";"2010JJ00";"      30";"       0";"       .";"       5";"    20.7";"       5"
"160321";"1";"17";"PV20  ";"2011JJ00";"      20";"       0";"       .";"       0";"     0.0";"       0"
"160322";"1";"17";"PV20  ";"2012JJ00";"      20";"       0";"       .";"      10";"    50.0";"      10"
"160323";"1";"17";"PV20  ";"2013JJ00";"      25";"       0";"       .";"      20";"    76.9";"      30"
"160324";"1";"17";"PV20  ";"2014JJ00";"      20";"       0";"       .";"      10";"    42.1";"      10"
"160325";"1";"17";"PV20  ";"2015JJ00";"      15";"       0";"       .";"       5";"    38.5";"       5"
"160326";"1";"17";"PV20  ";"2016JJ00";"      15";"       0";"       .";"      10";"    50.0";"      10"
"160327";"1";"17";"PV20  ";"2017JJ00";"      15";"       0";"       .";"       5";"    43.8";"      10"
"160328";"1";"17";"PV21  ";"2010JJ00";"      15";"       0";"       .";"       0";"     0.0";"       5"
"160329";"1";"17";"PV21  ";"2011JJ00";"      15";"       0";"       .";"       5";"    26.7";"      10"
"160330";"1";"17";"PV21  ";"2012JJ00";"       5";"       0";"       .";"       0";"     0.0";"       0"
"160331";"1";"17";"PV21  ";"2013JJ00";"      20";"       0";"       .";"       5";"    28.6";"      10"
"160332";"1";"17";"PV21  ";"2014JJ00";"      10";"       0";"       .";"       5";"    58.3";"      10"
"160333";"1";"17";"PV21  ";"2015JJ00";"       5";"       0";"       .";"       5";"    50.0";"       5"
"160334";"1";"17";"PV21  ";"2016JJ00";"      10";"       0";"       .";"       5";"    75.0";"       5"
"160335";"1";"17";"PV21  ";"2017JJ00";"       5";"       0";"       .";"       0";"     0.0";"       5"
"160336";"1";"17";"PV22  ";"2010JJ00";"      25";"       0";"       .";"       5";"    13.0";"      10"
"160337";"1";"17";"PV22  ";"2011JJ00";"      25";"       0";"       .";"       5";"    26.9";"      10"
"160338";"1";"17";"PV22  ";"2012JJ00";"      25";"       0";"       .";"       5";"    22.2";"      10"
"160339";"1";"17";"PV22  ";"2013JJ00";"      20";"       0";"       .";"       0";"     0.0";"       5"
"160340";"1";"17";"PV22  ";"2014JJ00";"      20";"       0";"       .";"      10";"    45.0";"      15"
"160341";"1";"17";"PV22  ";"2015JJ00";"      10";"       0";"       .";"       5";"    75.0";"      10"
"160342";"1";"17";"PV22  ";"2016JJ00";"      10";"       0";"       .";"       5";"    55.6";"       5"
"160343";"1";"17";"PV22  ";"2017JJ00";"      10";"       0";"       .";"       0";"     0.0";"       5"
"160344";"1";"17";"PV23  ";"2010JJ00";"      30";"       0";"       .";"       5";"    12.5";"       5"
"160345";"1";"17";"PV23  ";"2011JJ00";"      30";"       0";"       .";"      10";"    35.7";"      10"
"160346";"1";"17";"PV23  ";"2012JJ00";"      80";"       0";"       .";"      15";"    19.2";"      15"
"160347";"1";"17";"PV23  ";"2013JJ00";"      30";"       0";"       .";"      20";"    65.6";"      25"
"160348";"1";"17";"PV23  ";"2014JJ00";"      40";"       0";"       .";"      20";"    46.2";"      20"
"160349";"1";"17";"PV23  ";"2015JJ00";"      40";"       0";"       .";"      10";"    28.9";"      15"
"160350";"1";"17";"PV23  ";"2016JJ00";"      25";"       0";"       .";"      10";"    43.5";"      15"
"160351";"1";"17";"PV23  ";"2017JJ00";"      10";"       0";"       .";"      10";"   100.0";"      15"
"160352";"1";"17";"PV24  ";"2010JJ00";"      10";"       0";"       .";"       0";"     0.0";"       0"
"160353";"1";"17";"PV24  ";"2011JJ00";"      10";"       0";"       .";"       5";"    33.3";"      10"
"160354";"1";"17";"PV24  ";"2012JJ00";"      15";"       0";"       .";"       5";"    28.6";"       5"
"160355";"1";"17";"PV24  ";"2013JJ00";"      20";"       0";"       .";"      10";"    40.9";"      10"
"160356";"1";"17";"PV24  ";"2014JJ00";"      25";"       0";"       .";"       5";"    30.4";"      10"
"160357";"1";"17";"PV24  ";"2015JJ00";"      20";"       0";"       .";"      10";"    40.9";"      15"
"160358";"1";"17";"PV24  ";"2016JJ00";"      20";"       0";"       .";"      10";"    45.5";"      15"
"160359";"1";"17";"PV24  ";"2017JJ00";"      15";"       0";"       .";"      10";"    64.7";"      15"
"160360";"1";"17";"PV25  ";"2010JJ00";"      80";"       0";"       .";"      15";"    17.7";"      15"
"160361";"1";"17";"PV25  ";"2011JJ00";"      60";"       0";"       .";"       5";"     9.7";"      15"
"160362";"1";"17";"PV25  ";"2012JJ00";"      80";"       0";"       .";"      20";"    22.2";"      25"
"160363";"1";"17";"PV25  ";"2013JJ00";"      95";"       0";"       .";"      25";"    28.0";"      35"
"160364";"1";"17";"PV25  ";"2014JJ00";"      60";"       0";"       .";"      20";"    29.0";"      25"
"160365";"1";"17";"PV25  ";"2015JJ00";"      65";"       0";"       .";"      25";"    38.1";"      35"
"160366";"1";"17";"PV25  ";"2016JJ00";"      50";"       0";"       .";"      25";"    52.0";"      35"
"160367";"1";"17";"PV25  ";"2017JJ00";"      35";"       0";"       .";"      10";"    28.6";"      15"
"160368";"1";"17";"PV26  ";"2010JJ00";"      30";"       0";"       .";"       5";"    14.3";"       5"
"160369";"1";"17";"PV26  ";"2011JJ00";"      25";"       0";"       .";"       0";"     0.0";"       0"
"160370";"1";"17";"PV26  ";"2012JJ00";"      50";"       0";"       .";"      15";"    33.3";"      20"
"160371";"1";"17";"PV26  ";"2013JJ00";"      60";"       0";"       .";"      30";"    47.5";"      50"
"160372";"1";"17";"PV26  ";"2014JJ00";"      55";"       0";"       .";"      30";"    50.9";"      40"
"160373";"1";"17";"PV26  ";"2015JJ00";"      55";"       0";"       .";"      15";"    29.1";"      20"
"160374";"1";"17";"PV26  ";"2016JJ00";"      35";"       0";"       .";"      20";"    48.6";"      25"
"160375";"1";"17";"PV26  ";"2017JJ00";"      40";"       0";"       .";"      15";"    41.0";"      25"
"160376";"1";"17";"PV27  ";"2010JJ00";"     145";"       0";"     0.1";"      30";"    21.9";"      55"
"160377";"1";"17";"PV27  ";"2011JJ00";"     120";"       0";"     0.0";"      30";"    25.8";"      50"
"160378";"1";"17";"PV27  ";"2012JJ00";"     145";"       0";"     0.1";"      40";"    26.6";"      45"
"160379";"1";"17";"PV27  ";"2013JJ00";"     210";"       0";"     0.1";"      75";"    34.4";"     100"
"160380";"1";"17";"PV27  ";"2014JJ00";"     150";"       0";"     0.1";"      70";"    45.6";"      80"
"160381";"1";"17";"PV27  ";"2015JJ00";"     140";"       0";"     0.1";"      45";"    31.7";"      60"
"160382";"1";"17";"PV27  ";"2016JJ00";"     150";"       0";"     0.1";"      75";"    50.7";"      85"
"160383";"1";"17";"PV27  ";"2017JJ00";"     110";"       0";"     0.0";"      55";"    48.6";"      80"
"160384";"1";"17";"PV28  ";"2010JJ00";"     125";"       0";"     0.0";"      25";"    21.4";"      35"
"160385";"1";"17";"PV28  ";"2011JJ00";"      80";"       0";"       .";"      15";"    16.5";"      20"
"160386";"1";"17";"PV28  ";"2012JJ00";"     125";"       0";"     0.0";"      45";"    36.5";"      75"
"160387";"1";"17";"PV28  ";"2013JJ00";"     130";"       0";"     0.0";"      50";"    40.0";"      80"
"160388";"1";"17";"PV28  ";"2014JJ00";"     140";"       0";"     0.0";"      60";"    41.4";"      85"
"160389";"1";"17";"PV28  ";"2015JJ00";"     150";"       0";"     0.0";"      55";"    36.0";"      75"
"160390";"1";"17";"PV28  ";"2016JJ00";"     150";"       0";"     0.0";"      55";"    35.8";"      60"
"160391";"1";"17";"PV28  ";"2017JJ00";"     165";"       0";"     0.0";"      65";"    39.8";"     105"
"160392";"1";"17";"PV29  ";"2010JJ00";"      30";"       0";"       .";"       5";"    12.5";"       5"
"160393";"1";"17";"PV29  ";"2011JJ00";"      15";"       0";"       .";"       0";"     0.0";"       0"
"160394";"1";"17";"PV29  ";"2012JJ00";"      20";"       0";"       .";"       5";"    23.8";"       5"
"160395";"1";"17";"PV29  ";"2013JJ00";"      20";"       0";"       .";"       5";"    14.3";"       5"
"160396";"1";"17";"PV29  ";"2014JJ00";"      15";"       0";"       .";"       5";"    38.5";"      10"
"160397";"1";"17";"PV29  ";"2015JJ00";"      15";"       0";"       .";"       5";"    21.4";"       5"
"160398";"1";"17";"PV29  ";"2016JJ00";"      20";"       0";"       .";"       5";"    30.0";"      10"
"160399";"1";"17";"PV29  ";"2017JJ00";"       5";"       0";"       .";"       0";"     0.0";"       0"
"160400";"1";"17";"PV30  ";"2010JJ00";"      90";"       0";"       .";"      10";"     9.8";"      10"
"160401";"1";"17";"PV30  ";"2011JJ00";"      75";"       0";"       .";"      15";"    21.3";"      35"
"160402";"1";"17";"PV30  ";"2012JJ00";"      80";"       0";"       .";"      15";"    20.0";"      25"
"160403";"1";"17";"PV30  ";"2013JJ00";"     105";"       0";"     0.0";"      40";"    37.9";"      55"
"160404";"1";"17";"PV30  ";"2014JJ00";"      85";"       0";"       .";"      35";"    42.2";"      50"
"160405";"1";"17";"PV30  ";"2015JJ00";"     105";"       0";"     0.0";"      35";"    34.9";"      45"
"160406";"1";"17";"PV30  ";"2016JJ00";"      85";"       0";"       .";"      35";"    40.0";"      45"
"160407";"1";"17";"PV30  ";"2017JJ00";"      80";"       0";"       .";"      25";"    32.9";"      45"
"160408";"1";"17";"PV31  ";"2010JJ00";"      35";"       0";"       .";"       5";"    16.7";"       5"
"160409";"1";"17";"PV31  ";"2011JJ00";"      35";"       0";"       .";"       5";"    16.7";"      10"
"160410";"1";"17";"PV31  ";"2012JJ00";"      40";"       0";"       .";"      15";"    31.0";"      20"
"160411";"1";"17";"PV31  ";"2013JJ00";"      35";"       0";"       .";"      10";"    27.0";"      15"
"160412";"1";"17";"PV31  ";"2014JJ00";"      25";"       0";"       .";"      15";"    56.5";"      20"
"160413";"1";"17";"PV31  ";"2015JJ00";"      10";"       0";"       .";"       5";"    45.5";"      10"
"160414";"1";"17";"PV31  ";"2016JJ00";"      25";"       0";"       .";"      10";"    45.8";"      15"
"160415";"1";"17";"PV31  ";"2017JJ00";"      15";"       0";"       .";"       5";"    21.4";"       5"
"160416";"1";"17";"PV99  ";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"160417";"1";"17";"PV99  ";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"160418";"1";"17";"PV99  ";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"160419";"1";"17";"PV99  ";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"160420";"1";"17";"PV99  ";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"160421";"1";"17";"PV99  ";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"160422";"1";"17";"PV99  ";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"160423";"1";"17";"PV99  ";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164136";"1";"18";"PV20  ";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164137";"1";"18";"PV20  ";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164138";"1";"18";"PV20  ";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164139";"1";"18";"PV20  ";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164140";"1";"18";"PV20  ";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164141";"1";"18";"PV20  ";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164142";"1";"18";"PV20  ";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164143";"1";"18";"PV20  ";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164144";"1";"18";"PV21  ";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164145";"1";"18";"PV21  ";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164146";"1";"18";"PV21  ";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164147";"1";"18";"PV21  ";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164148";"1";"18";"PV21  ";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164149";"1";"18";"PV21  ";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164150";"1";"18";"PV21  ";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164151";"1";"18";"PV21  ";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164152";"1";"18";"PV22  ";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164153";"1";"18";"PV22  ";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164154";"1";"18";"PV22  ";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164155";"1";"18";"PV22  ";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164156";"1";"18";"PV22  ";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164157";"1";"18";"PV22  ";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164158";"1";"18";"PV22  ";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164159";"1";"18";"PV22  ";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164160";"1";"18";"PV23  ";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164161";"1";"18";"PV23  ";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164162";"1";"18";"PV23  ";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164163";"1";"18";"PV23  ";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164164";"1";"18";"PV23  ";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164165";"1";"18";"PV23  ";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164166";"1";"18";"PV23  ";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164167";"1";"18";"PV23  ";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164168";"1";"18";"PV24  ";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164169";"1";"18";"PV24  ";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164170";"1";"18";"PV24  ";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164171";"1";"18";"PV24  ";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164172";"1";"18";"PV24  ";"2014JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164173";"1";"18";"PV24  ";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164174";"1";"18";"PV24  ";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164175";"1";"18";"PV24  ";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164176";"1";"18";"PV25  ";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164177";"1";"18";"PV25  ";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164178";"1";"18";"PV25  ";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164179";"1";"18";"PV25  ";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164180";"1";"18";"PV25  ";"2014JJ00";"       5";"       0";"       .";"       0";"     0.0";"       0"
"164181";"1";"18";"PV25  ";"2015JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164182";"1";"18";"PV25  ";"2016JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164183";"1";"18";"PV25  ";"2017JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       5"
"164184";"1";"18";"PV26  ";"2010JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164185";"1";"18";"PV26  ";"2011JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164186";"1";"18";"PV26  ";"2012JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
"164187";"1";"18";"PV26  ";"2013JJ00";"       0";"       0";"     0.0";"       0";"     0.0";"       0"
